client_id,program_id,label,budget_level,profile_type_encoded,preferred_language,budget_numeric,price_normalized,duration_days,category_encoded,target_audience_encoded,visa_required,has_spa,has_pool,has_beach,has_flight,is_all_inclusive,hotel_stars,climate_encoded,is_religious,budget_match_score,audience_match,price_ratio,season_match,visa_obstacle
C0004,3,0.4562307692307692,1.0,4.0,0.0,6500.0,0.26666666666666666,7.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.7207692307692308,0.0,0.49230769230769234,1.0,1.0
C0004,4,0.34522826019599123,1.0,4.0,0.0,6500.0,0.9583333333333334,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.18409420065330417,0.0,1.7692307692307692,1.0,1.0
C0004,5,0.5468461538461539,1.0,4.0,0.0,6500.0,0.4,7.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.8561538461538462,0.0,0.7384615384615385,1.0,1.0
C0004,6,0.7823846153846155,1.0,4.0,0.0,6500.0,0.5166666666666667,15.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.9746153846153847,1.0,0.9538461538461539,1.0,1.0
C0004,7,0.841,1.0,4.0,0.0,6500.0,0.21666666666666667,7.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.6699999999999999,1.0,0.4,1.0,0.0
C0004,8,0.44607692307692304,1.0,4.0,0.0,6500.0,0.23333333333333334,7.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.686923076923077,0.0,0.4307692307692308,0.0,0.0
C0004,9,0.48923076923076914,1.0,4.0,0.0,6500.0,0.375,7.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.8307692307692307,0.0,0.6923076923076923,0.0,0.0
C0004,10,0.6783076923076923,1.0,4.0,0.0,6500.0,0.175,7.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.6276923076923077,1.0,0.3230769230769231,1.0,1.0
C0004,11,0.7359230769230769,1.0,4.0,0.0,6500.0,0.2,5.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.6530769230769231,1.0,0.36923076923076925,1.0,1.0
C0005,1,0.9824999999999999,0.0,0.0,0.0,2200.0,0.175,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.975,1.0,0.9545454545454546,1.0,0.0
C0005,2,0.35493612051035917,0.0,0.0,0.0,2200.0,0.43333333333333335,7.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.049787068367863924,0.0,2.3636363636363638,1.0,0.0
C0005,3,0.35036383235143265,0.0,0.0,0.0,2200.0,0.26666666666666666,7.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.3678794411714422,0.0,1.4545454545454546,1.0,1.0
C0005,4,0.24002742726944346,0.0,0.0,0.0,2200.0,0.9583333333333334,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,9.142423147817327e-05,0.0,5.2272727272727275,1.0,1.0
C0005,5,0.26228207346430016,0.0,0.0,0.0,2200.0,0.4,7.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0742735782143339,0.0,2.1818181818181817,1.0,1.0
C0005,6,0.4954946916666203,0.0,0.0,0.0,2200.0,0.5166666666666667,15.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.018315638888734165,1.0,2.8181818181818183,1.0,1.0
C0005,7,0.7910960138106917,0.0,0.0,0.0,2200.0,0.21666666666666667,7.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.6703200460356392,1.0,1.1818181818181819,1.0,0.0
C0005,8,0.354643490828208,0.0,0.0,0.0,2200.0,0.23333333333333334,7.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.5488116360940265,0.0,1.2727272727272727,0.0,0.0
C0005,9,0.22007765311684113,0.0,0.0,0.0,2200.0,0.375,7.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.1002588437228037,0.0,2.0454545454545454,0.0,0.0
C0005,10,0.8825,0.0,0.0,0.0,2200.0,0.175,7.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.975,1.0,0.9545454545454546,1.0,1.0
C0005,11,0.7356192259233946,0.0,0.0,0.0,2200.0,0.2,5.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.8187307530779819,1.0,1.0909090909090908,1.0,1.0
C0006,1,0.7082692307692308,0.0,1.0,0.0,2600.0,0.175,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.8942307692307693,0.0,0.8076923076923077,1.0,0.0
C0006,2,0.3732409475087002,0.0,1.0,0.0,2600.0,0.43333333333333335,7.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.11080315836233387,0.0,2.0,1.0,0.0
C0006,3,0.7205648814071077,0.0,1.0,0.0,2600.0,0.26666666666666666,7.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.6018829380236923,1.0,1.2307692307692308,1.0,1.0
C0006,4,0.2401608976619583,0.0,1.0,0.0,2600.0,0.9583333333333334,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.00053632553986098,0.0,4.423076923076923,1.0,1.0
C0006,5,0.28662999544413315,0.0,1.0,0.0,2600.0,0.4,7.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.15543331814711034,0.0,1.8461538461538463,1.0,1.0
C0006,6,0.5042624274513278,0.0,1.0,0.0,2600.0,0.5166666666666667,15.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.047541424837759104,1.0,2.3846153846153846,1.0,1.0
C0006,7,0.89,0.0,1.0,0.0,2600.0,0.21666666666666667,7.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0
C0006,8,0.4432942117603649,0.0,1.0,0.0,2600.0,0.23333333333333334,7.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.8443140392012161,0.0,1.0769230769230769,0.0,0.0
C0006,9,0.25010482775179915,0.0,1.0,0.0,2600.0,0.375,7.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.2003494258393305,0.0,1.7307692307692308,0.0,0.0
C0006,10,0.8582692307692307,0.0,1.0,0.0,2600.0,0.175,7.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.8942307692307693,1.0,0.8076923076923077,1.0,1.0
C0006,11,0.7773076923076923,0.0,1.0,0.0,2600.0,0.2,5.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.9576923076923077,1.0,0.9230769230769231,1.0,1.0
C0007,1,0.5443,1.0,5.0,0.0,5000.0,0.175,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.6809999999999999,0.0,0.42,1.0,0.0
C0007,2,0.6147282630169977,1.0,5.0,0.0,5000.0,0.43333333333333335,7.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.9157608767233255,0.0,1.04,1.0,0.0
C0007,3,0.4806,1.0,5.0,0.0,5000.0,0.26666666666666666,7.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.802,0.0,0.64,1.0,1.0
C0007,4,0.2571806280796402,1.0,5.0,0.0,5000.0,0.9583333333333334,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.05726876026546736,0.0,2.3,1.0,1.0
C0007,5,0.6234,1.0,5.0,0.0,5000.0,0.4,7.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.978,0.0,0.96,1.0,1.0
C0007,6,0.7069350072838552,1.0,5.0,0.0,5000.0,0.5166666666666667,15.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.5897833576128504,1.0,1.24,1.0,1.0
C0007,7,0.9008,1.0,5.0,0.0,5000.0,0.21666666666666667,7.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.736,1.0,0.52,1.0,0.0
C0007,8,0.5074,1.0,5.0,0.0,5000.0,0.23333333333333334,7.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.758,0.0,0.56,0.0,0.0
C0007,9,0.47350000000000003,1.0,5.0,0.0,5000.0,0.375,7.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.9450000000000001,0.0,0.9,0.0,0.0
C0007,10,0.6943,1.0,5.0,0.0,5000.0,0.175,7.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.6809999999999999,1.0,0.42,1.0,1.0
C0007,11,0.7941999999999999,1.0,5.0,0.0,5000.0,0.2,5.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.714,1.0,0.48,1.0,1.0
C0008,1,0.5416346153846153,1.0,3.0,0.0,5200.0,0.175,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.6721153846153847,0.0,0.40384615384615385,1.0,0.0
C0008,2,0.69,1.0,3.0,0.0,5200.0,0.43333333333333335,7.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
C0008,3,0.4765384615384616,1.0,3.0,0.0,5200.0,0.26666666666666666,7.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.7884615384615384,0.0,0.6153846153846154,1.0,1.0
C0008,4,0.5608717769095086,1.0,3.0,0.0,5200.0,0.9583333333333334,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.06957258969836208,1.0,2.2115384615384617,1.0,1.0
C0008,5,0.5773076923076923,1.0,3.0,0.0,5200.0,0.4,7.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.9576923076923077,0.0,0.9230769230769231,1.0,1.0
C0008,6,0.6865084733157321,1.0,3.0,0.0,5200.0,0.5166666666666667,15.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.6550282443857736,1.0,1.1923076923076923,1.0,1.0
C0008,7,0.9075,1.0,3.0,0.0,5200.0,0.21666666666666667,7.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.725,1.0,0.5,1.0,0.0
C0008,8,0.4638461538461538,1.0,3.0,0.0,5200.0,0.23333333333333334,7.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.7461538461538462,0.0,0.5384615384615384,0.0,0.0
C0008,9,0.7677884615384616,1.0,3.0,0.0,5200.0,0.375,7.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.9259615384615385,1.0,0.8653846153846154,0.0,0.0
C0008,10,0.6916346153846153,1.0,3.0,0.0,5200.0,0.175,7.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.6721153846153847,1.0,0.40384615384615385,1.0,1.0
C0008,11,0.7511538461538462,1.0,3.0,0.0,5200.0,0.2,5.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.7038461538461538,1.0,0.46153846153846156,1.0,1.0
C0009,1,0.5416346153846153,1.0,2.0,1.0,5200.0,0.175,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.6721153846153847,0.0,0.40384615384615385,1.0,0.0
C0009,2,0.64,1.0,2.0,1.0,5200.0,0.43333333333333335,7.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
C0009,3,0.5265384615384615,1.0,2.0,1.0,5200.0,0.26666666666666666,7.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.7884615384615384,0.0,0.6153846153846154,1.0,1.0
C0009,4,0.3108717769095086,1.0,2.0,1.0,5200.0,0.9583333333333334,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.06957258969836208,0.0,2.2115384615384617,1.0,1.0
C0009,5,0.8773076923076922,1.0,2.0,1.0,5200.0,0.4,7.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.9576923076923077,1.0,0.9230769230769231,1.0,1.0
C0009,6,0.6865084733157321,1.0,2.0,1.0,5200.0,0.5166666666666667,15.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.6550282443857736,1.0,1.1923076923076923,1.0,1.0
C0009,7,0.9075,1.0,2.0,1.0,5200.0,0.21666666666666667,7.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.725,1.0,0.5,1.0,0.0
C0009,8,0.7638461538461537,1.0,2.0,1.0,5200.0,0.23333333333333334,7.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.7461538461538462,1.0,0.5384615384615384,0.0,0.0
C0009,9,0.5177884615384615,1.0,2.0,1.0,5200.0,0.375,7.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.9259615384615385,0.0,0.8653846153846154,0.0,0.0
C0009,10,0.6916346153846153,1.0,2.0,1.0,5200.0,0.175,7.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.6721153846153847,1.0,0.40384615384615385,1.0,1.0
C0009,11,0.7511538461538462,1.0,2.0,1.0,5200.0,0.2,5.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.7038461538461538,1.0,0.46153846153846156,1.0,1.0
C0010,1,0.5783076923076923,2.0,1.0,0.0,6500.0,0.175,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.6276923076923077,0.0,0.3230769230769231,1.0,0.0
C0010,2,0.657,2.0,1.0,0.0,6500.0,0.43333333333333335,7.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.89,0.0,0.8,1.0,0.0
C0010,3,0.7562307692307693,2.0,1.0,0.0,6500.0,0.26666666666666666,7.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.7207692307692308,1.0,0.49230769230769234,1.0,1.0
C0010,4,0.34522826019599123,2.0,1.0,0.0,6500.0,0.9583333333333334,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.18409420065330417,0.0,1.7692307692307692,1.0,1.0
C0010,5,0.4968461538461538,2.0,1.0,0.0,6500.0,0.4,7.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.8561538461538462,0.0,0.7384615384615385,1.0,1.0
C0010,6,0.7823846153846155,2.0,1.0,0.0,6500.0,0.5166666666666667,15.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.9746153846153847,1.0,0.9538461538461539,1.0,1.0
C0010,7,0.7909999999999999,2.0,1.0,0.0,6500.0,0.21666666666666667,7.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.6699999999999999,1.0,0.4,1.0,0.0
C0010,8,0.3960769230769231,2.0,1.0,0.0,6500.0,0.23333333333333334,7.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.686923076923077,0.0,0.4307692307692308,0.0,0.0
C0010,9,0.48923076923076914,2.0,1.0,0.0,6500.0,0.375,7.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.8307692307692307,0.0,0.6923076923076923,0.0,0.0
C0010,10,0.7283076923076923,2.0,1.0,0.0,6500.0,0.175,7.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.6276923076923077,1.0,0.3230769230769231,1.0,1.0
C0010,11,0.685923076923077,2.0,1.0,0.0,6500.0,0.2,5.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.6530769230769231,1.0,0.36923076923076925,1.0,1.0
C0011,1,0.6161842105263158,1.0,1.0,1.0,3800.0,0.175,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.7539473684210527,0.0,0.5526315789473685,1.0,0.0
C0011,2,0.47338719760074865,1.0,1.0,1.0,3800.0,0.43333333333333335,7.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.44462399200249564,0.0,1.368421052631579,1.0,0.0
C0011,3,0.8139473684210526,1.0,1.0,1.0,3800.0,0.26666666666666666,7.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.9131578947368421,1.0,0.8421052631578947,1.0,1.0
C0011,4,0.2434760192237616,1.0,1.0,1.0,3800.0,0.9583333333333334,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.011586730745872069,0.0,3.026315789473684,1.0,1.0
C0011,5,0.4581464130706757,1.0,1.0,1.0,3800.0,0.4,7.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.560488043568919,0.0,1.263157894736842,1.0,1.0
C0011,6,0.5647619294203845,1.0,1.0,1.0,3800.0,0.5166666666666667,15.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.2492064314012815,1.0,1.631578947368421,1.0,1.0
C0011,7,0.8878947368421053,1.0,1.0,1.0,3800.0,0.21666666666666667,7.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.8263157894736842,1.0,0.6842105263157895,1.0,0.0
C0011,8,0.496578947368421,1.0,1.0,1.0,3800.0,0.23333333333333334,7.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.8552631578947368,0.0,0.7368421052631579,0.0,0.0
C0011,9,0.39004039412134894,1.0,1.0,1.0,3800.0,0.375,7.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.6668013137378299,0.0,1.1842105263157894,0.0,0.0
C0011,10,0.7661842105263158,1.0,1.0,1.0,3800.0,0.175,7.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.7539473684210527,1.0,0.5526315789473685,1.0,1.0
